Key,Council_District,Highest_Offense_Desc,Highest_NIBRS_UCR_Offense_Description,Report_Date,Location,Clearance_Status,Clearance_Date,District,Zip_Code_Crime,Census_Tract,X_Coordinate,Y_Coordinate,Zip_Code_Housing,Populationbelowpovertylevel,Medianhouseholdincome,Non-WhiteNon-HispanicorLatino,HispanicorLatinoofanyrace,Populationwithdisability,Unemployment,Largehouseholds(5+members),Homesaffordabletopeopleearninglessthan$50000,Rentalsaffordabletopeopleearninglessthan$25000,Rent-restrictedunits,HousingChoiceVoucherholders,Medianrent,Medianhomevalue,Percentageofrentalunitsinpoorcondition,Percentchangeinnumberofhousingunits2000-2012,Ownerunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageartist,Ownerunitsaffordabletoaverageartist,Rentalunitsaffordabletoaverageteacher,Ownerunitsaffordabletoaverageteacher,Rentalunitsaffordabletoaveragetechworker,Ownerunitsaffordabletoaveragetechworker,Changeinpercentageofpopulationbelowpoverty2000-2012,Changeinmedianrent2000-2012,Changeinmedianhomevalue2000-2012,Percentageofhomeswithin1/4-mioftransitstop,Averagemonthlytransportationcost,Percentageofhousingandtransportationcoststhatistransportation-related
20155054618,10,BURGLARY OF VEHICLE,Theft,15-Dec-15,3610 HILLBROOK DR,N,15-Dec-15,B,78731,17.18,3107976,10098547,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20155054598,7,BURGLARY OF VEHICLE,Theft,15-Dec-15,12501 TECH RIDGE BLVD,N,15-Dec-15,E,78753,18.39,3138830,10118548,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20153481570,7,BURGLARY OF VEHICLE,Theft,15-Dec-15,10515 N MOPAC EXPY SVRD NB,C,27-Dec-15,A,78758,17.53,3116529,10116684,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155054727,5,BURGLARY OF VEHICLE,Theft,15-Dec-15,11002 WATCHFUL FOX DR,N,16-Dec-15,F,78748,24.21,3091821,10028030,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155054629,10,THEFT FROM AUTO,Theft,15-Dec-15,3939 BALCONES DR,N,31-Dec-15,B,78731,1.02,3105402,10089900,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20155054667,4,BURGLARY OF VEHICLE,Theft,15-Dec-15,8221 N IH 35 SVRD NB,N,28-Dec-15,E,78753,18.13,3128679,10099279,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20153490818,3,BURGLARY OF VEHICLE,Theft,15-Dec-15,4320 S CONGRESS AVE,N,16-Dec-15,D,78745,20.03,3107029,10052747,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155054594,1,BURGLARY OF VEHICLE,Theft,15-Dec-15,2906 E MARTIN LUTHER KING JR BLVD,N,15-Dec-15,C,78722,4.02,3125046,10076077,78722,19%,$44917,18%,19%,11%,8%,3%,7%,11%,12%,1%,$930,$265100,0.9%,6%,0%,8%,31%,1%,65%,6%,97%,37%,8%,40%,127%,98%,$590,33%
20155054622,4,BURGLARY OF VEHICLE,Theft,15-Dec-15,700 DELMAR AVE,N,17-Dec-15,I,78752,18.04,3126223,10096075,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20155054684,3,BURGLARY OF VEHICLE,Theft,15-Dec-15,5300 SUBURBAN DR,N,16-Dec-15,D,78745,24.03,3106368,10048265,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155054740,1,BURGLARY OF VEHICLE,Theft,15-Dec-15,10809 LONG SUMMER DR,N,18-Dec-15,E,78754,18.420000000000002,3145374,10103738,78754,11%,$53274,36%,32%,8%,9%,7%,70%,4%,9%,5%,$969,$167600,0.2%,132%,1%,1%,22%,4%,74%,59%,100%,100%,286%,33%,33%,19%,$708,41%
20155054616,10,BURGLARY OF VEHICLE,Theft,15-Dec-15,3610 HILLBROOK DR,N,15-Dec-15,B,78731,17.18,3107976,10098547,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20153490235,1,BURGLARY OF VEHICLE,Theft,15-Dec-15,12151 N IH 35 SVRD NB,N,28-Dec-15,E,78753,18.350000000000001,3135985,10117220,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155054596,4,BURGLARY OF VEHICLE,Theft,15-Dec-15,5812 N IH 35 SVRD SB,N,17-Dec-15,I,78751,21.05,3124866,10089833,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20155054642,7,BURGLARY OF VEHICLE,Theft,15-Dec-15,12501 TECH RIDGE BLVD,N,17-Dec-15,E,78753,18.39,3138830,10118548,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155054590,5,BURGLARY OF VEHICLE,Theft,15-Dec-15,3405 CLAWSON RD,N,15-Dec-15,D,78704,20.05,3103244,10058761,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155054741,6,BURGLARY OF VEHICLE,Theft,15-Dec-15,10703 PLUMEWOOD DR,N,17-Dec-15,A,78750,17.14,3092708,10130654,78750,7%,$75958,16%,16%,9%,6%,6%,19%,2%,0%,0%,$1012,$303100,0.3%,32%,4%,1%,15%,5%,70%,15%,99%,51%,104%,20%,64%,21%,$747,33%
20155054652,10,BURGLARY OF VEHICLE,Theft,15-Dec-15,6111 MOUNTAINCLIMB DR,N,7-Jan-16,B,78731,17.18,3107047,10099626,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20158004509,8,THEFT,Theft,15-Dec-15,900 S CAPITAL OF TEXAS HWY SB,N,16-Dec-15,D,78746,19.170000000000002,3087205,10077217,78746,5%,$125327,10%,8%,6%,4%,7%,1%,4%,0%,0%,$1221,$619900,0.1%,12%,0%,4%,8%,0%,48%,1%,94%,6%,32%,32%,80%,14%,$786,29%
20153490748,6,THEFT,Theft,15-Dec-15,13201 LEGENDARY DR,N,24-Dec-15,A,78727,17.850000000000001,3116797,10132195,78727,11%,$65687,25%,20%,7%,6%,5%,32%,2%,7%,2%,$1050,$198500,0.4%,39%,0%,1%,11%,1%,67%,29%,99%,90%,181%,13%,61%,24%,$708,41%
20155054626,7,THEFT,Theft,15-Dec-15,7950 RESEARCH BLVD SVRD SB,N,16-Dec-15,I,78757,18.18,3122605,10100866,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
20155054630,10,THEFT,Theft,15-Dec-15,5000 WESTFIELD DR,N,31-Dec-15,B,78731,1.01,3109886,10092518,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20155054825,10,THEFT,Theft,15-Dec-15,7025 VILLAGE CENTER DR,,,B,78731,17.18,3109505,10101310,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20155054633,9,THEFT,Theft,15-Dec-15,1100 W CESAR CHAVEZ ST,N,17-Dec-15,B,78703,12,3109831,10070976,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
20158004498,4,THEFT,Theft,15-Dec-15,915 SAGEBRUSH DR,N,29-Dec-15,E,78758,18.22,3128575,10109979,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155054785,2,THEFT,Theft,15-Dec-15,4712 NUCKOLS CROSSING RD,N,16-Dec-15,F,78744,24.13,3116947,10045396,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155054640,1,THEFT,Theft,15-Dec-15,1101 N IH 35 SVRD NB,N,15-Dec-15,C,78702,8.039999999999999,3117810,10071691,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20155054724,7,THEFT,Theft,15-Dec-15,11101 BURNET RD,N,23-Dec-15,A,78758,18.489999999999998,3120599,10117242,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155054683,2,THEFT,Theft,15-Dec-15,4701 S IH 35 SVRD NB,N,1-Feb-16,F,78744,24.11,3110888,10048857,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155054747,7,THEFT,Theft,15-Dec-15,3407 W WELLS BRANCH PKWY,N,22-Feb-16,A,78727,18.47,3127496,10133385,78727,11%,$65687,25%,20%,7%,6%,5%,32%,2%,7%,2%,$1050,$198500,0.4%,39%,0%,1%,11%,1%,67%,29%,99%,90%,181%,13%,61%,24%,$708,41%
20155054671,5,THEFT,Theft,15-Dec-15,8200 WEST GATE BLVD,N,16-Dec-15,F,78745,17.29,3087695,10044317,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155054702,7,THEFT,Theft,15-Dec-15,3211 FEATHERGRASS CT,N,23-Dec-15,A,78758,18.489999999999998,3118106,10116812,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155054771,3,THEFT,Theft,15-Dec-15,2515 DURWOOD ST,N,16-Dec-15,D,78704,13.08,3109478,10060170,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155054649,3,THEFT,Theft,15-Dec-15,2520 ELMONT DR,,,H,78741,23.04,3121683,10060584,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155054730,10,THEFT,Theft,15-Dec-15,3918 DRY CREEK DR,N,31-Dec-15,B,78731,17.18,3105892,10098827,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
20155054679,7,THEFT,Theft,15-Dec-15,8002 RESEARCH BLVD NB,N,17-Dec-15,I,78758,18.18,3122686,10101285,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20153491049,10,THEFT,Theft,15-Dec-15,10710 RESEARCH BLVD NB,,,A,78759,17.54,3112258,10119156,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155054712,9,THEFT,Theft,15-Dec-15,E 6TH ST / TRINITY ST,N,7-Jan-16,G,78701,11,3115416,10070416,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20155054691,9,THEFT OF BICYCLE,Theft,15-Dec-15,4556 AVENUE A,N,17-Dec-15,B,78751,3.05,3117592,10086882,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20155054736,3,THEFT,Theft,15-Dec-15,1717 S PLEASANT VALLEY RD,N,24-Feb-16,H,78741,23.18,3121742,10058946,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20153490582,4,THEFT,Theft,15-Dec-15,1030 NORWOOD PARK BLVD,C,23-Dec-15,I,78753,18.13,3129997,10096983,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155054685,8,THEFT,Theft,15-Dec-15,5300 S MOPAC EXPY SB,N,15-Dec-15,D,78749,17.489999999999998,3087715,10057747,78749,6%,$80956,13%,20%,7%,4%,7%,5%,1%,1%,0%,$1150,$233900,0.3%,32%,0%,1%,6%,0%,57%,3%,97%,70%,171%,25%,61%,37%,$708,40%
20155054620,3,THEFT,Theft,15-Dec-15,203 LA VISTA ST,N,16-Dec-15,D,78704,13.08,3109225,10057853,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155054624,2,THEFT,Theft,15-Dec-15,9300 S IH 35 SB,N,15-Dec-15,F,78745,24.22,3101080,10033049,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155054754,9,THEFT,Theft,15-Dec-15,2700 S IH 35 SVRD SB,N,18-Jan-16,D,78704,23.08,3114093,10056758,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155054743,5,THEFT,Theft,15-Dec-15,W SLAUGHTER LN / MANCHACA RD,N,16-Dec-15,F,78748,17.48,3089546,10035870,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20158004511,2,THEFT,Theft,15-Dec-15,3600 PRESIDENTIAL BLVD,N,12-Jan-16,AP,78719,9800,3138768,10047351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155054638,3,THEFT OF BICYCLE,Theft,15-Dec-15,6118 FAIRWAY ST,N,15-Dec-15,H,78741,23.18,3127180,10056845,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155054789,1,THEFT,Theft,15-Dec-15,1177 HARVEY ST,N,25-Jan-16,C,78702,8.02,3126989,10073690,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20153490827,3,THEFT,Theft,15-Dec-15,1800 BURTON DR,,,H,78741,23.15,3118973,10059156,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20153500188,4,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Dec-15,10111 N LAMAR BLVD,C,22-Dec-15,E,78753,18.23,3129379,10108475,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20153500164,6,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Dec-15,9009 N FM 620 RD,,,A,78726,17.14,3082092,10129759,78726,9%,$66096,16%,20%,3%,4%,2%,0%,1%,0%,0%,$1050,$349900,0%,118%,0%,0%,8%,0%,70%,0%,99%,17%,375%,20%,55%,2%,$786,40%
20153500084,4,ROBBERY BY THREAT,Robbery,16-Dec-15,9300 NORTHGATE BLVD,N,20-Dec-15,E,78758,18.2,3122003,10108886,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20153501790,6,ROBBERY BY ASSAULT,Robbery,16-Dec-15,11200 LAKELINE MALL DR,C,1-Mar-16,A,78613,203.18,3092524,10143916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153501341,5,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Dec-15,2110 W SLAUGHTER LN,N,17-Mar-16,F,78748,17.47,3088927,10036470,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20153501489,4,AGG ROBBERY/DEADLY WEAPON,Robbery,16-Dec-15,1101 WHEATLEY AVE,N,24-Dec-15,I,78752,18.12,3129382,10094927,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20153501056,1,ROBBERY BY ASSAULT,Robbery,16-Dec-15,E 11TH ST / CONGRESS AVE,N,12-Feb-16,G,78701,11,3114809,10072468,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20153501447,8,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,4617 WHITE ELM DR,N,18-Dec-15,D,78749,17.489999999999998,3083435,10055291,78749,6%,$80956,13%,20%,7%,4%,7%,5%,1%,1%,0%,$1150,$233900,0.3%,32%,0%,1%,6%,0%,57%,3%,97%,70%,171%,25%,61%,37%,$708,40%
20153501146,7,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,12501 TECH RIDGE BLVD,N,18-Dec-15,E,78753,18.39,3138830,10118548,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20153500920,7,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,4503 BROWN BARK PL,,,A,78727,18.28,3117696,10125744,78727,11%,$65687,25%,20%,7%,6%,5%,32%,2%,7%,2%,$1050,$198500,0.4%,39%,0%,1%,11%,1%,67%,29%,99%,90%,181%,13%,61%,24%,$708,41%
20153500285,8,BURGLARY NON RESIDENCE,Burglary,16-Dec-15,3201 BEE CAVES RD,N,11-Jan-16,D,78746,19.190000000000001,3096166,10072061,78746,5%,$125327,10%,8%,6%,4%,7%,1%,4%,0%,0%,$1221,$619900,0.1%,12%,0%,4%,8%,0%,48%,1%,94%,6%,32%,32%,80%,14%,$786,29%
20153501244,1,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,8501 CAMERON RD,N,18-Dec-15,E,78754,18.34,3133411,10097853,78754,11%,$53274,36%,32%,8%,9%,7%,70%,4%,9%,5%,$969,$167600,0.2%,132%,1%,1%,22%,4%,74%,59%,100%,100%,286%,33%,33%,19%,$708,41%
20153500579,2,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,5901 E STASSNEY LN,N,18-Dec-15,F,78744,24.31,3118720,10042867,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20153501259,9,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,4403 AVENUE C,N,7-Jan-16,B,78751,3.02,3117827,10085578,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20153501121,4,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,1402 NORTHRIDGE DR,N,17-Dec-15,I,78723,21.04,3127818,10088049,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20153500408,3,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,317 HEARTWOOD DR,N,21-Jan-16,D,78745,24.02,3105404,10050860,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20153492012,2,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,2108 TRANQUILO TRL,N,18-Dec-15,F,78744,24.27,3107509,10038687,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20153500679,6,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,12800 TURTLE ROCK RD,N,18-Dec-15,A,78729,204.06,3102890,10137249,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
20153500663,6,BURGLARY NON RESIDENCE,Burglary,16-Dec-15,9400 W PARMER LN,N,21-Jan-16,A,78717,205.08,3105186,10147936,78717,3%,$93305,25%,14%,4%,5%,9%,7%,1%,0%,0%,$1018,$243200,0.1%,230%,0%,1%,9%,0%,70%,6%,98%,67%,638%,2%,33%,3%,$708,47%
20153501591,4,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,5700 CAMERON RD,N,28-Dec-15,I,78723,21.05,3126690,10088315,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20153500820,7,BURGLARY NON RESIDENCE,Burglary,16-Dec-15,5425 BURNET RD,N,11-Jan-16,I,78756,2.05,3114816,10092975,78756,9%,$59685,8%,9%,12%,4%,2%,20%,17%,6%,0%,$888,$342300,0.6%,8%,2%,13%,34%,3%,76%,19%,99%,37%,-20%,47%,99%,90%,$550,40%
20153501176,6,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,10015 LAKE CREEK PKWY,N,18-Dec-15,A,78729,204.08,3098734,10142841,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
20153500352,9,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,109 W 39TH ST,N,18-Dec-15,B,78751,3.02,3116920,10083118,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
20153501795,5,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,4616 MANCHACA RD,N,18-Dec-15,D,78745,17.12,3099375,10055083,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20153500373,9,BURGLARY NON RESIDENCE,Burglary,16-Dec-15,2911 MEDICAL ARTS ST,N,1-Feb-16,B,78705,4.01,3118899,10078278,78705,66%,$11917,21%,17%,4%,14%,2%,39%,8%,1%,0%,$1088,$292500,0.3%,2%,1%,6%,23%,10%,57%,38%,94%,79%,49%,70%,40%,100%,$511,30%
20153501137,4,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,7106 CARVER AVE,N,2-Mar-16,I,78752,18.12,3127353,10093732,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20153500718,6,BURGLARY NON RESIDENCE,Burglary,16-Dec-15,2850 S LAKELINE BLVD,N,17-Dec-15,A,78613,203.16,3092092,10146247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153500093,2,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,1912 E WILLIAM CANNON DR,N,16-Dec-15,F,78744,24.19,3108107,10041682,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20153500016,1,BURGLARY OF RESIDENCE,Burglary,16-Dec-15,5503 EXETER DR,N,18-Dec-15,I,78723,21.06,3132581,10084015,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20153500848,3,AUTO THEFT,Auto Theft,16-Dec-15,2430 CROMWELL CIR,N,16-Dec-15,H,78741,23.14,3121531,10055853,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20153501157,4,AUTO THEFT,Auto Theft,16-Dec-15,1201 BROADMOOR DR,N,17-Dec-15,I,78723,21.05,3125450,10086430,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
