Key,Council_District,Highest_Offense_Desc,Highest_NIBRS_UCR_Offense_Description,Report_Date,Location,Clearance_Status,Clearance_Date,District,Zip_Code_Crime,Census_Tract,X_Coordinate,Y_Coordinate,Zip_Code_Housing,Populationbelowpovertylevel,Medianhouseholdincome,Non-WhiteNon-HispanicorLatino,HispanicorLatinoofanyrace,Populationwithdisability,Unemployment,Largehouseholds(5+members),Homesaffordabletopeopleearninglessthan$50000,Rentalsaffordabletopeopleearninglessthan$25000,Rent-restrictedunits,HousingChoiceVoucherholders,Medianrent,Medianhomevalue,Percentageofrentalunitsinpoorcondition,Percentchangeinnumberofhousingunits2000-2012,Ownerunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageartist,Ownerunitsaffordabletoaverageartist,Rentalunitsaffordabletoaverageteacher,Ownerunitsaffordabletoaverageteacher,Rentalunitsaffordabletoaveragetechworker,Ownerunitsaffordabletoaveragetechworker,Changeinpercentageofpopulationbelowpoverty2000-2012,Changeinmedianrent2000-2012,Changeinmedianhomevalue2000-2012,Percentageofhomeswithin1/4-mioftransitstop,Averagemonthlytransportationcost,Percentageofhousingandtransportationcoststhatistransportation-related
201510782,4,AGG ROBBERY/DEADLY WEAPON,Robbery,1-Jan-15,9001 N IH 35 SVRD NB,N,28-Jan-15,E,78753,18.13,3130483,10102366,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511231,4,ROBBERY BY ASSAULT,Robbery,1-Jan-15,919 E KOENIG LN SVRD EB,N,13-Jan-15,I,78751,21.05,3124730,10090296,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
201511736,1,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,12151 N IH 35 SVRD NB,N,13-Jan-15,E,78753,18.350000000000001,3135985,10117220,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511433,4,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,1044 NORWOOD PARK BLVD,N,5-Jan-15,I,78753,18.13,3129896,10096032,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511936,2,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,2413 BITTER CREEK DR,N,7-Jan-15,F,78744,24.27,3110455,10039340,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201511398,3,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,4600 ELMONT DR,N,7-Jan-15,H,78741,23.17,3122853,10060648,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511363,9,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,1500 E RIVERSIDE DR,N,25-Feb-15,H,78741,23.04,3117897,10063203,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201510756,7,BURGLARY NON RESIDENCE,Burglary,1-Jan-15,2500 W PARMER LN,N,16-Jan-15,A,78727,18.48,3125825,10127011,78727,11%,$65687,25%,20%,7%,6%,5%,32%,2%,7%,2%,$1050,$198500,0.4%,39%,0%,1%,11%,1%,67%,29%,99%,90%,181%,13%,61%,24%,$708,41%
201510608,1,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,1400 MARCUS PL,N,13-Jan-15,C,78721,21.09,3131757,10075823,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201511584,2,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,4600 NUCKOLS CROSSING RD,N,7-Jan-15,F,78744,24.13,3117292,10045926,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201510943,2,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,4701 S IH 35 SVRD NB,N,13-Jan-15,F,78744,24.11,3110888,10048857,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201511218,7,BURGLARY NON RESIDENCE,Burglary,1-Jan-15,10931 RESEARCH BLVD NB,N,31-Mar-15,A,78759,17.54,3112453,10119462,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
201511076,7,BURGLARY OF RESIDENCE,Burglary,1-Jan-15,2903 SILVERLEAF DR,N,13-Jan-15,B,78757,15.01,3114113,10101816,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
201511617,3,AUTO THEFT,Auto Theft,1-Jan-15,2501 WICKERSHAM LN,N,5-Jan-15,H,78741,23.13,3120206,10054679,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511258,4,AUTO THEFT,Auto Theft,1-Jan-15,7400 N IH 35 SVRD SB,N,6-Jan-15,I,78752,18.04,3126286,10095654,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
201511549,7,AUTO THEFT,Auto Theft,1-Jan-15,11601 CENTURY OAKS TER,N,5-Jan-15,A,78758,18.489999999999998,3118850,10119965,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201511056,4,AUTO THEFT,Auto Theft,1-Jan-15,8600 N LAMAR BLVD,C,23-Jan-15,E,78758,18.05,3125710,10102520,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201511321,1,AUTO THEFT,Auto Theft,1-Jan-15,E 10TH ST / SAN MARCOS ST,N,5-Jan-15,G,78702,9.01,3118008,10071058,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
201511737,3,AUTO THEFT,Auto Theft,1-Jan-15,3400 S IH 35 SVRD SB,O,24-May-15,D,78704,23.08,3113220,10054718,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
201510947,2,AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,1-Jan-15,1701 E ST ELMO RD,C,20-Jan-15,F,78744,24.11,3111836,10050304,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201510811,7,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,1-Jan-15,1225 DEXFORD DR,C,13-Jan-15,E,78753,18.39,3142258,10119002,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201510509,1,AGG ASSAULT,Agg Assault,1-Jan-15,1054 SPRINGDALE RD,C,31-Jan-15,C,78721,21.11,3129984,10072501,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201510890,7,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,1-Jan-15,12324 DELLREY DR,C,5-Jan-15,A,78758,18.5,3126991,10123685,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201510269,1,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,1-Jan-15,2320 WEBBERVILLE RD,O,28-Jan-15,C,78702,9.01,3123088,10069039,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
201510538,3,THEFT FROM PERSON,Theft,1-Jan-15,601 N IH 35 SVRD NB,C,7-Jan-15,G,78702,9.02,3117101,10069986,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20158000072,9,THEFT FROM PERSON,Theft,1-Jan-15,409 COLORADO ST,N,26-Jan-15,G,78701,11,3113850,10070359,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20158000001,2,THEFT FROM PERSON,Theft,1-Jan-15,3600 PRESIDENTIAL BLVD,N,11-Feb-15,AP,78719,9800,3138768,10047351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155000011,3,THEFT BY SHOPLIFTING,Theft,1-Jan-15,6306 E RIVERSIDE DR,N,7-Jan-15,H,78741,23.12,3127258,10055405,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511302,9,THEFT BY SHOPLIFTING,Theft,1-Jan-15,1801 E 51ST ST,C,6-Jan-15,B,78723,3.06,3127953,10083340,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201511519,5,THEFT BY SHOPLIFTING,Theft,1-Jan-15,2300 W BEN WHITE BLVD EB,C,6-Jan-15,D,78745,20.04,3098835,10057306,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20158000005,5,THEFT BY SHOPLIFTING,Theft,1-Jan-15,2110 W SLAUGHTER LN,N,12-Jan-15,F,78748,17.47,3088927,10036470,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
201511672,5,THEFT BY SHOPLIFTING,Theft,1-Jan-15,9500 S IH 35 SB,C,2-Jan-15,F,78748,24.21,3100641,10031851,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
201511514,2,THEFT BY SHOPLIFTING,Theft,1-Jan-15,6607 S IH 35 SVRD NB,C,2-Jan-15,F,78744,24.27,3106737,10041724,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155000010,3,THEFT BY SHOPLIFTING,Theft,1-Jan-15,6306 E RIVERSIDE DR,N,8-Apr-15,H,78741,23.12,3127258,10055405,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511491,4,THEFT BY SHOPLIFTING,Theft,1-Jan-15,6001 AIRPORT BLVD,,,I,78752,15.03,3122890,10091831,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
201511249,7,THEFT BY SHOPLIFTING,Theft,1-Jan-15,12900 N IH 35 SVRD SB,C,1-Jan-15,E,78753,18.48,3134231,10124161,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511621,7,THEFT BY SHOPLIFTING,Theft,1-Jan-15,9607 RESEARCH BLVD SVRD NB,C,5-Jan-15,A,78759,17.53,3112956,10114736,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155000040,2,BURGLARY OF VEHICLE,Theft,1-Jan-15,401 EBERHART LN,N,13-Jan-15,F,78745,24.02,3102200,10045342,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000096,9,BURGLARY OF VEHICLE,Theft,1-Jan-15,1801 E 51ST ST,N,5-Feb-15,B,78723,3.06,3127953,10083340,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155000036,2,BURGLARY OF VEHICLE,Theft,1-Jan-15,2751 E SH 71 WB,N,7-Jan-15,H,78617,23.1,3143372,10050650,78617,18%,$43957,12%,67%,10%,15%,23%,,11%,1%,8%,$1041,$100600,0.4%,34%,,7%,24%,,63%,,99%,,101%,74%,21%,16%,$865,42%
20155000024,10,BURGLARY OF VEHICLE,Theft,1-Jan-15,10616 RESEARCH BLVD SB,N,9-Jan-15,A,78759,17.22,3111615,10117716,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155000063,9,BURGLARY OF VEHICLE,Theft,1-Jan-15,807 BRAZOS ST,N,5-Feb-15,G,78701,11,3115063,10071530,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20155000071,4,BURGLARY OF VEHICLE,Theft,1-Jan-15,300 FERGUSON DR,N,9-Jan-15,E,78753,18.23,3131586,10110544,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155000099,5,BURGLARY OF VEHICLE,Theft,1-Jan-15,3218 SILK OAK DR,N,8-Jan-15,F,78748,17.46,3083887,10040667,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20155000069,3,BURGLARY OF VEHICLE,Theft,1-Jan-15,2113 CARLSON DR,N,7-Jan-15,H,78741,23.07,3116335,10055642,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511863,7,BURGLARY OF VEHICLE,Theft,1-Jan-15,10515 N MOPAC EXPY SVRD NB,N,9-Jan-15,A,78758,17.53,3116529,10116684,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20158000003,3,BURGLARY OF VEHICLE,Theft,1-Jan-15,1924 TRAMSON DR,N,7-Jan-15,H,78741,23.07,3115827,10055692,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000070,4,BURGLARY OF VEHICLE,Theft,1-Jan-15,9500 DESSAU RD,N,9-Jan-15,E,78753,18.329999999999998,3134899,10101953,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511194,3,BURGLARY OF VEHICLE,Theft,1-Jan-15,701 WOODWARD ST,N,8-Jan-15,D,78704,23.08,3111727,10055166,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155000068,4,BURGLARY OF VEHICLE,Theft,1-Jan-15,1504 THORNRIDGE RD,N,9-Jan-15,E,78758,18.21,3124636,10109018,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
2015560616,4,RAPE,Rape,25-Feb-15,,O,22-Apr-15,E,78758,18.05,,,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155000043,5,THEFT OF LICENSE PLATE,Theft,1-Jan-15,6920 MANCHACA RD,N,2-Jan-15,F,78745,17.28,3094201,10046427,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000072,7,THEFT OF AUTO PARTS,Theft,1-Jan-15,12443 TECH RIDGE BLVD,N,5-Jan-15,E,78753,18.39,3138142,10118097,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201511152,7,THEFT OF AUTO PARTS,Theft,1-Jan-15,13609 N IH 35 SVRD NB,N,23-Feb-15,E,78753,18.39,3135874,10127480,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
20155000066,2,THEFT,Theft,1-Jan-15,5605 HONEYBEE BND,N,2-Jan-15,F,78744,24.3,3113101,10034857,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20158000008,6,THEFT,Theft,1-Jan-15,13301 N US 183 HWY NB,N,6-Jan-15,A,78729,204.06,3099635,10134950,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
20155000007,1,THEFT,Theft,1-Jan-15,5813 SPEYSIDE DR,N,27-Jan-15,C,78653,18.559999999999999,3154558,10107215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511848,4,THEFT,Theft,1-Jan-15,9844 QUAIL BLVD,O,23-Feb-15,E,78758,18.22,3126613,10108839,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155000023,4,THEFT,Theft,1-Jan-15,8906 PARKFIELD DR,N,6-Jan-15,E,78758,18.2,3124103,10105527,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155000091,7,THEFT,Theft,1-Jan-15,2525 W ANDERSON LN,N,14-Jan-15,B,78757,15.01,3116494,10102601,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
201510667,9,THEFT,Theft,1-Jan-15,211 E 3RD ST,N,9-Jan-15,G,78701,11,3114652,10069460,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20155000064,9,THEFT,Theft,1-Jan-15,408 W 15TH ST,N,9-Jan-15,B,78701,7,3113940,10074532,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
201510892,5,THEFT,Theft,1-Jan-15,3210 PLANTATION RD,N,2-Jan-15,F,78745,17.29,3086570,10045005,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201511500,1,THEFT,Theft,1-Jan-15,6518 ED BLUESTEIN BLVD SB,N,3-Jan-15,C,78723,21.08,3139623,10084179,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155000029,1,BREACH OF COMPUTER SECURITY,Theft,1-Jan-15,5515 HUDSON ST,N,7-Jan-15,C,78721,21.1,3134638,10073060,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201511172,3,THEFT,Theft,1-Jan-15,2250 E BEN WHITE BLVD SVRD WB,N,7-Apr-15,H,78741,23.07,3115825,10051962,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511111,1,THEFT,Theft,1-Jan-15,6201 E US 290 HWY EB,N,10-Jan-15,I,78723,21.05,3126486,10090455,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155000074,7,THEFT,Theft,1-Jan-15,5111 WOODROW AVE,N,2-Jan-15,B,78756,2.05,3115712,10090444,78756,9%,$59685,8%,9%,12%,4%,2%,20%,17%,6%,0%,$888,$342300,0.6%,8%,2%,13%,34%,3%,76%,19%,99%,37%,-20%,47%,99%,90%,$550,40%
20155000089,3,THEFT,Theft,1-Jan-15,2015 E RIVERSIDE DR,N,8-Jan-15,H,78741,23.16,3119270,10060529,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201511319,4,THEFT,Theft,1-Jan-15,9844 QUAIL BLVD,O,10-Mar-15,E,78758,18.22,3126613,10108839,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155000083,2,THEFT,Theft,1-Jan-15,1704 NELMS DR,N,14-Jan-15,F,78744,24.19,3107922,10043296,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155000013,7,THEFT,Theft,1-Jan-15,6712 N LAMAR BLVD,N,13-Jan-15,I,78757,15.05,3120637,10095370,78757,16%,$55156,5%,25%,10%,6%,5%,21%,8%,4%,1%,$895,$253300,0.7%,10%,2%,6%,32%,8%,75%,21%,100%,56%,103%,24%,93%,79%,$590,36%
20155000075,2,THEFT,Theft,1-Jan-15,2422 BITTER CREEK DR,N,2-Jan-15,F,78744,24.27,3110743,10039418,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155000016,9,THEFT,Theft,1-Jan-15,611 E 7TH ST,N,13-Jan-15,G,78701,11,3116365,10070461,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
201511618,8,THEFT,Theft,1-Jan-15,1732 CAMP CRAFT RD,N,6-Jan-15,D,78746,19.170000000000002,3089070,10072207,78746,5%,$125327,10%,8%,6%,4%,7%,1%,4%,0%,0%,$1221,$619900,0.1%,12%,0%,4%,8%,0%,48%,1%,94%,6%,32%,32%,80%,14%,$786,29%
20155000009,1,THEFT,Theft,1-Jan-15,12300 HARRIS BRANCH PKWY,N,25-May-15,C,78653,18.559999999999999,3154139,10108581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155000022,2,THEFT,Theft,1-Jan-15,6009 E BEN WHITE BLVD EB,N,7-Jan-15,F,78744,24.31,3123228,10050630,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155000093,4,THEFT,Theft,1-Jan-15,5361 N IH 35 SVRD NB,N,14-Jan-15,I,78723,21.05,3124960,10087492,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20158000007,9,THEFT,Theft,1-Jan-15,507 S 1ST ST,C,30-Jul-15,D,78704,13.05,3112076,10066729,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
201511883,4,THEFT,Theft,1-Jan-15,1406 SUFFOLK DR,N,27-Jan-15,I,78723,21.04,3127086,10086367,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155000014,1,THEFT,Theft,1-Jan-15,1941 GASTON PLACE DR,N,15-Jan-15,I,78723,21.06,3130926,10087173,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
